name,actualized,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h
Brno-Tuřany,2024-01-22T14:54:19Z,4.3,13.2,,26.1,62.4,29.0,9.5
Brno - Dětská nemocnice,2024-01-22T14:54:19Z,,29.5,,33.4,47.5,32.8,11.7
Brno - Dětská nemocnice,2024-01-22T15:54:19Z,,29.1,,47.9,46.7,33.1,15.2
Brno-Arboretum,2024-01-22T15:54:19Z,,28.1,,31.0,52.3,31.2,21.1
Brno-Líšeň,2024-01-22T15:54:19Z,,,,29.3,,25.6,15.9
Brno-Lány,2024-01-22T15:54:19Z,10.9,20.7,466,27.2,54.5,47.0,23.8
Brno-Úvoz (hot spot),2024-01-22T15:54:19Z,,67.5,635,47.9,,41.0,21.3
Brno-Svatoplukova,2024-01-22T15:54:19Z,,37.3,437,32.6,,40.9,25.3
Brno-Komárov,2024-01-22T15:54:19Z,,33.5,,30.8,,46.0,24.9
Brno-Tuřany,2024-01-22T15:54:19Z,6.7,13.6,,31.5,61.8,28.5,16.9
Brno-Svatoplukova,2024-01-22T16:54:19Z,,34.6,393,33.4,,40.6,28.8
Brno-Arboretum,2024-01-22T16:54:19Z,,31.6,,31.5,44.9,31.2,26.6
Brno-Úvoz (hot spot),2024-01-22T16:54:19Z,,71.4,617,47.2,,41.3,25.1
Brno-Lány,2024-01-22T16:54:19Z,12.2,24.1,350,29.7,50.5,46.2,26.3
Brno-Tuřany,2024-01-22T16:54:19Z,5.6,14.9,,19.5,58.1,28.2,22.7
Brno-Líšeň,2024-01-22T16:54:19Z,,,,28.6,,26.0,15.4
Brno - Dětská nemocnice,2024-01-22T16:54:19Z,,32.5,,36.8,37.9,33.3,14.2
Brno-Komárov,2024-01-22T16:54:19Z,,35.4,,34.2,,45.9,27.9
Brno-Lány,2024-01-22T18:54:19Z,7.5,50.5,350,43.3,14,45.5,39.9
Brno-Arboretum,2024-01-22T18:54:19Z,,32.7,,33.8,37.3,31.2,30.7
Brno-Tuřany,2024-01-22T18:54:19Z,5.9,17,,30.3,50.5,28.2,18
Brno-Úvoz (hot spot),2024-01-22T18:54:19Z,,63.7,633,34.1,,41.0,28.4
Brno-Svatoplukova,2024-01-22T18:54:19Z,,35.2,393,34.6,,39.2,32.5
Brno - Dětská nemocnice,2024-01-22T18:54:19Z,,33.9,,33.2,32.5,33.2,21.6
Brno-Líšeň,2024-01-22T18:54:19Z,,,,30.6,,26.2,28.6
Brno-Komárov,2024-01-22T18:54:19Z,,34,,34.5,,45.1,32.9
Brno-Tuřany,2024-01-22T19:54:19Z,8,15.7,,19.7,51.9,28.3,19.2
Brno-Svatoplukova,2024-01-22T19:54:19Z,,31.6,408,34.0,,39.5,30.7
Brno - Dětská nemocnice,2024-01-22T19:54:19Z,,27,,39.0,44.3,33.3,18.8
Brno-Lány,2024-01-22T19:54:19Z,8.5,28.5,350,43.2,37.7,45.4,38.7
Brno-Líšeň,2024-01-22T19:54:19Z,,,,29.0,,26.5,32
Brno-Arboretum,2024-01-22T19:54:19Z,,28.3,,31.8,47.5,31.4,28
Brno-Komárov,2024-01-22T19:54:19Z,,26,,31.6,,45.2,29.6
Brno-Úvoz (hot spot),2024-01-22T19:54:19Z,,58.2,642,35.2,,41.1,28.4
Brno-Svatoplukova,2024-01-22T20:54:19Z,,25.6,408,39.2,,39.9,36.4
Brno-Lány,2024-01-22T20:54:19Z,9.3,22.8,350,37.9,44.3,45.4,34.1
Brno-Líšeň,2024-01-22T20:54:19Z,,,,31.2,,26.7,33.7
Brno-Arboretum,2024-01-22T20:54:19Z,,25.3,,32.8,41.7,31.8,30
Brno - Dětská nemocnice,2024-01-22T20:54:19Z,,25.6,,33.3,35.5,33.5,30.7
Brno-Tuřany,2024-01-22T20:54:19Z,8,16.5,,31.5,49.9,28.6,29.3
Brno-Komárov,2024-01-22T20:54:19Z,,37.1,,36.6,,45.4,34.4
Brno-Úvoz (hot spot),2024-01-22T20:54:19Z,,50.5,644,35.7,,41.3,27.4
Brno-Komárov,2024-01-22T21:54:19Z,,25.8,,35.0,,45.2,34.1
Brno-Arboretum,2024-01-22T21:54:19Z,,23.9,,33.4,44.9,31.9,30.3
Brno-Úvoz (hot spot),2024-01-22T21:54:19Z,,42.8,648,30.0,,41.3,25.9
Brno-Líšeň,2024-01-22T21:54:19Z,,,,40.4,,27.3,36.7
Brno-Svatoplukova,2024-01-22T21:54:19Z,,28.9,422,36.7,,40.0,35.3
Brno-Tuřany,2024-01-22T21:54:19Z,7.2,15.1,,47.4,52.3,29.6,45.1
Brno-Lány,2024-01-22T21:54:19Z,8.5,18.6,350,35.1,46.3,45.0,33.6
Brno - Dětská nemocnice,2024-01-22T21:54:19Z,,24.3,,38.8,41.3,34.2,21.8
Brno-Líšeň,2024-01-22T22:54:19Z,,,,40.1,,28.2,31.1
Brno-Komárov,2024-01-22T22:54:19Z,,25.6,,42.7,,45.1,39.2
Brno-Tuřany,2024-01-22T22:54:19Z,,,,39.6,55.3,30.1,39.6
Brno - Dětská nemocnice,2024-01-22T22:54:19Z,,21.4,,40.5,40.3,34.8,36.9
Brno-Lány,2024-01-22T22:54:19Z,9.1,15.1,350,35.4,48.7,44.2,34.4
Brno-Úvoz (hot spot),2024-01-22T22:54:19Z,,28.7,635,32.6,,41.3,29.7
Brno-Arboretum,2024-01-22T22:54:19Z,,21,,36.9,44.9,32.2,33.7
Brno-Svatoplukova,2024-01-22T22:54:19Z,,27,437,36.6,,39.8,36.3
Brno-Úvoz (hot spot),2024-01-22T23:54:19Z,,33.3,619,32.7,,41.5,30.4
Brno-Líšeň,2024-01-22T23:54:19Z,,,,48.8,,29.0,33.9
Brno-Svatoplukova,2024-01-22T23:54:19Z,,21,437,37.9,,39.5,37.8
Brno-Komárov,2024-01-22T23:54:19Z,,20.7,,48.4,,45.3,42.6
Brno-Arboretum,2024-01-22T23:54:19Z,,19.9,,37.7,43.5,32.6,35.2
Brno - Dětská nemocnice,2024-01-22T23:54:19Z,,18.9,,41.2,41.5,35.0,41.5
Brno-Tuřany,2024-01-22T23:54:19Z,7.7,13.6,,44.8,56.1,30.7,41.1
Brno-Lány,2024-01-22T23:54:19Z,9.3,19.1,364,42.1,41.1,43.5,40.8
Brno-Komárov,2024-01-23T00:54:41Z,,19.5,,54.5,,46.0,45.9
Brno-Arboretum,2024-01-23T00:54:41Z,,18.7,,40.6,45.9,32.8,38.1
Brno-Úvoz (hot spot),2024-01-23T00:54:41Z,,28.1,603,37.7,,42.0,33.8
Brno-Tuřany,2024-01-23T00:54:41Z,6.9,12.8,,33.0,55.3,30.6,35.2
Brno-Líšeň,2024-01-23T00:54:41Z,,,,30.8,,29.3,38.2
Brno - Dětská nemocnice,2024-01-23T00:54:41Z,,,,42.1,44.1,35.6,38
Brno-Lány,2024-01-23T00:54:41Z,7.7,16.6,379,47.2,38.9,43.0,45.2
Brno-Svatoplukova,2024-01-23T00:54:41Z,,16.6,451,38.9,,39.3,38.7
Brno-Úvoz (hot spot),2024-01-23T01:54:41Z,,22,584,37.4,,42.4,34.4
Brno-Tuřany,2024-01-23T01:54:41Z,5.9,12.8,,40.7,0,30.9,36.9
Brno-Lány,2024-01-23T01:54:41Z,8.3,17.4,364,50.1,39.9,42.7,48.1
Brno-Komárov,2024-01-23T01:54:41Z,,21.2,,44.0,,46.0,42.7
Brno-Líšeň,2024-01-23T01:54:41Z,,,,37.8,,30.0,30.9
Brno - Dětská nemocnice,2024-01-23T01:54:41Z,,17,,46.6,0,35.9,28.2
Brno-Arboretum,2024-01-23T01:54:41Z,,16.8,,43.6,46.5,33.3,39
Brno-Svatoplukova,2024-01-23T01:54:41Z,,17,437,40.5,,39.3,40.3
Brno - Dětská nemocnice,2024-01-23T02:54:41Z,,19.3,,44.0,36.9,36.2,43.8
Brno-Úvoz (hot spot),2024-01-23T02:54:41Z,,23.5,562,40.0,,42.9,36.9
Brno-Arboretum,2024-01-23T02:54:41Z,,19.5,,46.7,40.7,34.0,42.2
Brno-Tuřany,2024-01-23T02:54:41Z,5.1,13,,47.2,49.1,31.7,43.8
Brno-Lány,2024-01-23T02:54:41Z,7.7,17.2,364,50.2,39.1,42.5,48.2
Brno-Líšeň,2024-01-23T02:54:41Z,,,,45.2,,30.8,36.1
Brno-Svatoplukova,2024-01-23T02:54:41Z,,20.5,437,43.5,,39.7,43.3
Brno-Komárov,2024-01-23T02:54:41Z,,22.6,,54.7,,46.2,49.7
Brno-Tuřany,2024-01-23T03:54:41Z,4.8,13.6,,48.3,46.7,32.7,35.5
Brno-Komárov,2024-01-23T03:54:41Z,,26,,50.2,,46.1,48.3
Brno-Svatoplukova,2024-01-23T03:54:41Z,,23.1,437,45.9,,40.3,45.6
Brno-Úvoz (hot spot),2024-01-23T03:54:41Z,,28.1,554,46.7,,43.6,41.6
Brno-Lány,2024-01-23T03:54:41Z,6.9,20.5,379,55.6,36.3,42.5,53.7
Brno - Dětská nemocnice,2024-01-23T03:54:41Z,,22.6,,51.1,31.3,36.5,47.4
Brno-Arboretum,2024-01-23T03:54:41Z,,21.6,,49.9,35.3,35.0,46.1
Brno-Líšeň,2024-01-23T03:54:41Z,,,,37.6,,31.3,36.9
Brno-Svatoplukova,2024-01-23T04:54:41Z,,30.6,437,45.2,,40.6,45
Brno-Tuřany,2024-01-23T04:54:41Z,4.3,13.8,,35.4,46.1,33.3,48
Brno - Dětská nemocnice,2024-01-23T04:54:41Z,,28.1,,54.5,26.1,37.6,40.5
Brno-Arboretum,2024-01-23T04:54:41Z,,22,,51.5,34.3,36.0,47.3
Brno-Úvoz (hot spot),2024-01-23T04:54:41Z,,33.5,557,50.4,,44.6,44.1
Brno-Komárov,2024-01-23T04:54:41Z,,30.6,,52.1,,46.1,48.6
Brno-Líšeň,2024-01-23T04:54:41Z,,,,44.6,,31.8,45.6
Brno-Lány,2024-01-23T04:54:41Z,6.4,21.6,393,56.5,31.5,42.6,53.8
Brno - Dětská nemocnice,2024-01-23T06:54:41Z,,34.4,,66.0,17,40.9,51.5
Brno-Arboretum,2024-01-23T06:54:41Z,,28.3,,52.3,26.1,38.1,48.8
Brno-Lány,2024-01-23T06:54:41Z,5.6,24.9,422,61.1,29.9,43.7,56
Brno-Líšeň,2024-01-23T06:54:41Z,,,,57.8,,34.6,35.4
Brno-Úvoz (hot spot),2024-01-23T06:54:41Z,,55.5,594,53.0,,46.1,46.2
Brno-Komárov,2024-01-23T06:54:41Z,,48.2,,58.9,,45.9,54.4
Brno-Svatoplukova,2024-01-23T06:54:41Z,,48.2,466,50.7,,41.3,50.3
Brno-Tuřany,2024-01-23T06:54:41Z,3.5,16.8,,51.4,37.5,35.7,39.9
Brno-Lány,2024-01-23T07:54:41Z,5.3,28.5,437,77.6,24.5,44.7,62.2
Brno - Dětská nemocnice,2024-01-23T07:54:41Z,,39.2,,68.5,9.6,42.6,45.3
Brno-Úvoz (hot spot),2024-01-23T07:54:41Z,,61.6,632,57.7,,46.8,50
Brno-Arboretum,2024-01-23T07:54:41Z,,43,,59.9,9.8,39.1,53.8
Brno-Komárov,2024-01-23T07:54:41Z,,45.9,,72.0,,46.2,61.4
Brno-Tuřany,2024-01-23T07:54:41Z,3.7,19.9,,59.8,32.1,36.5,47.6
Brno-Svatoplukova,2024-01-23T07:54:41Z,,46.9,495,52.9,,41.5,52.4
Brno-Líšeň,2024-01-23T07:54:41Z,,,,51.2,,35.3,27.1
Brno-Líšeň,2024-01-23T08:54:41Z,,,,46.6,,35.8,28.1
Brno-Svatoplukova,2024-01-23T08:54:41Z,,49.4,510,58.4,,42.5,57.7
Brno - Dětská nemocnice,2024-01-23T08:54:41Z,,40.7,,71.3,8,44.1,36.9
Brno-Lány,2024-01-23T08:54:41Z,5.6,33.3,451,86.0,19.2,45.7,65
Brno-Úvoz (hot spot),2024-01-23T08:54:41Z,,60.4,667,61.7,,47.6,55.3
Brno-Tuřany,2024-01-23T08:54:41Z,3.5,18.2,,54.2,33.5,37.3,48.9
Brno-Komárov,2024-01-23T08:54:41Z,,46.5,,71.9,,45.8,63.5
Brno-Arboretum,2024-01-23T08:54:41Z,,42.5,,67.7,9.6,40.3,58.6
Brno-Komárov,2024-01-23T09:54:41Z,,42.3,,78.4,,46.9,60.9
Brno - Dětská nemocnice,2024-01-23T09:54:41Z,,40.7,,63.8,10.4,44.9,45.6
Brno-Svatoplukova,2024-01-23T09:54:41Z,,47.1,539,50.9,,43.3,50.1
Brno-Arboretum,2024-01-23T09:54:41Z,,40.7,,65.9,11.6,41.7,57.7
Brno-Úvoz (hot spot),2024-01-23T09:54:41Z,,,687,62.4,,48.2,56
Brno-Lány,2024-01-23T09:54:41Z,4.8,32.3,466,76.3,23.3,46.7,61.2
Brno-Tuřany,2024-01-23T09:54:41Z,3.2,18.7,,44.1,33.1,37.6,46.7
Brno-Líšeň,2024-01-23T09:54:41Z,,,,54.4,,36.7,27.1
Brno-Líšeň,2024-01-23T10:54:41Z,,,,47.8,,37.4,24
Brno - Dětská nemocnice,2024-01-23T10:54:41Z,,39.2,,73.7,12.4,46.5,40.9
Brno-Tuřany,2024-01-23T10:54:41Z,2.7,23.5,,64.0,30.9,39.1,42.7
Brno-Arboretum,2024-01-23T10:54:41Z,,38.3,,63.0,16.2,43.0,55.1
Brno-Lány,2024-01-23T10:54:41Z,4.8,36.2,466,71.5,21.5,47.8,58
Brno-Komárov,2024-01-23T10:54:41Z,,41.7,,92.1,,48.8,61.3
Brno-Svatoplukova,2024-01-23T10:54:41Z,,51.8,553,67.0,,44.0,63.4
Brno-Úvoz (hot spot),2024-01-23T10:54:41Z,,53.2,690,53.8,,48.1,48.5
Brno-Lány,2024-01-23T11:54:41Z,4.8,41.5,466,64.2,18.8,49.0,52.3
Brno-Arboretum,2024-01-23T11:54:41Z,,39.4,,78.7,16.8,44.9,55.2
Brno-Úvoz (hot spot),2024-01-23T11:54:41Z,,53.9,697,61.7,,47.5,51.5
Brno-Líšeň,2024-01-23T11:54:41Z,,,,38.7,,37.8,16.2
Brno - Dětská nemocnice,2024-01-23T11:54:41Z,,43.6,,79.8,12.4,48.4,35.5
Brno-Svatoplukova,2024-01-23T11:54:41Z,,57,582,68.1,,44.4,57
Brno-Tuřany,2024-01-23T11:54:41Z,2.9,27.7,,56.5,31.3,39.8,37.1
Brno-Komárov,2024-01-23T11:54:41Z,,49.2,,94.4,,50.9,65.1
Brno-Tuřany,2024-01-23T12:54:41Z,1.3,40.9,,41.5,22.5,40.5,37.4
Brno-Lány,2024-01-23T12:54:41Z,4.8,48.4,481,78.2,14.8,51.0,59.1
Brno-Úvoz (hot spot),2024-01-23T12:54:41Z,,60.4,704,53.9,,46.6,46.5
Brno-Líšeň,2024-01-23T12:54:41Z,,,,30.5,,38.4,16.1
Brno - Dětská nemocnice,2024-01-23T12:54:41Z,,49.5,,64.7,11.4,49.8,52.8
Brno-Arboretum,2024-01-23T12:54:41Z,,42.8,,50.2,11.8,45.6,46.2
Brno-Svatoplukova,2024-01-23T12:54:41Z,,65.4,612,79.3,,44.8,53.9
Brno-Komárov,2024-01-23T12:54:41Z,,56,,86.1,,52.8,67.4
Brno - Dětská nemocnice,2024-01-23T13:54:41Z,,57.2,,63.8,8.4,51.3,37.2
Brno-Lány,2024-01-23T13:54:41Z,4.5,54.5,495,65.5,11.2,52.5,56.3
Brno-Arboretum,2024-01-23T13:54:41Z,,53.6,,72.9,10.4,47.3,54.4
Brno-Tuřany,2024-01-23T13:54:41Z,2.7,44.4,,42.2,19.4,41.3,32.1
Brno-Svatoplukova,2024-01-23T13:54:41Z,,58.9,612,61.3,,45.8,53.3
Brno-Komárov,2024-01-23T13:54:41Z,,65,,90.4,,54.5,73.7
Brno-Úvoz (hot spot),2024-01-23T13:54:41Z,,66.4,716,54.1,,46.1,45.2
Brno-Líšeň,2024-01-23T13:54:41Z,,,,32.9,,39.1,16.9
Brno-Lány,2024-01-24T09:37:56Z,5.3,55.7,248,13.7,14.6,27.2,10.5
Brno-Komárov,2024-01-24T09:37:56Z,,66.8,,14.9,,37.9,11.8
Brno-Úvoz (hot spot),2024-01-24T09:37:56Z,,,456,13.0,,24.6,7.3
Brno-Svatoplukova,2024-01-24T09:37:56Z,,69.2,597,18.2,,40.4,13.5
Brno-Arboretum,2024-01-24T09:37:56Z,,42.5,,10.9,28.7,30.0,7.3
Brno - Dětská nemocnice,2024-01-24T09:37:56Z,,47.2,,9.5,21.5,38.6,3.6
Brno-Tuřany,2024-01-24T09:37:56Z,1.3,20.9,,8.0,49.1,25.3,1
Brno-Líšeň,2024-01-24T09:37:56Z,,,,8.0,,22.6,2.3
Brno-Svatoplukova,2024-01-24T10:37:56Z,,84.4,655,19.2,,39.1,14.1
Brno - Dětská nemocnice,2024-01-24T10:37:56Z,,57,,20.6,12,36.8,3.9
Brno-Arboretum,2024-01-24T10:37:56Z,,62.6,,24.8,10.4,28.3,12.1
Brno-Tuřany,2024-01-24T10:37:56Z,1.3,17.6,,5.9,51.5,23.7,1
Brno-Lány,2024-01-24T10:37:56Z,5.6,44.8,233,16.3,22.7,24.7,12.9
Brno-Líšeň,2024-01-24T10:37:57Z,,,,14.0,,20.9,2.7
Brno-Komárov,2024-01-24T10:37:57Z,,69.4,,17.4,,35.4,13.2
Brno-Úvoz (hot spot),2024-01-24T10:37:57Z,,83.6,459,15.8,,22.6,9.9
Brno-Arboretum,2024-01-24T11:37:57Z,,49.5,,23.1,20,26.6,11.2
Brno-Lány,2024-01-24T11:37:57Z,5.9,38.4,233,11.9,29.3,22.2,9.5
Brno-Tuřany,2024-01-24T11:37:57Z,2.9,19.7,,4.7,50.5,21.2,1
Brno-Svatoplukova,2024-01-24T11:37:57Z,,77.1,684,16.0,,37.0,12.1
Brno-Úvoz (hot spot),2024-01-24T11:37:57Z,,84.7,478,22.2,,21.3,15.3
Brno-Líšeň,2024-01-24T11:37:57Z,,,,8.4,,19.3,2.1
Brno-Komárov,2024-01-24T11:37:57Z,,57.8,,15.0,,32.2,11.4
Brno - Dětská nemocnice,2024-01-24T11:37:57Z,,58.3,,14.9,11.8,34.4,3.9
Brno-Komárov,2024-01-24T12:37:57Z,,53.8,,17.3,,28.9,14.1
Brno - Dětská nemocnice,2024-01-24T12:37:57Z,,50.7,,17.5,18.8,31.8,2.6
Brno-Líšeň,2024-01-24T12:37:57Z,,,,5.5,,17.9,1
Brno-Lány,2024-01-24T12:37:57Z,6.9,39,233,14.0,26.5,20.1,11.5
Brno-Tuřany,2024-01-24T12:37:57Z,2.9,17.6,,3.2,50.1,19.0,1
Brno-Úvoz (hot spot),2024-01-24T12:37:57Z,,103.9,513,16.0,,19.4,9.9
Brno-Svatoplukova,2024-01-24T12:37:57Z,,62.7,699,16.6,,34.8,12.6
Brno-Arboretum,2024-01-24T12:37:57Z,,51.8,,19.4,20,24.1,11
Brno-Arboretum,2024-01-24T13:37:57Z,,39.2,,15.0,27.5,22.7,10.2
Brno-Komárov,2024-01-24T13:37:57Z,,45,,17.6,,26.1,12.8
Brno-Úvoz (hot spot),2024-01-24T13:37:57Z,,71.5,535,16.1,,17.8,10.3
Brno-Líšeň,2024-01-24T13:37:57Z,,,,4.7,,16.8,1
Brno-Tuřany,2024-01-24T13:37:57Z,3.2,14.5,,3.0,53.1,17.4,2
Brno-Lány,2024-01-24T13:37:57Z,8,21.8,233,9.3,36.7,17.2,7.8
Brno - Dětská nemocnice,2024-01-24T13:37:57Z,,45.9,,12.0,20.9,29.6,2.4
Brno-Svatoplukova,2024-01-24T13:37:57Z,,54.1,728,16.9,,32.2,13.2
Brno-Svatoplukova,2024-01-24T14:37:57Z,,62,699,22.2,,30.6,15.4
Brno - Dětská nemocnice,2024-01-24T14:37:57Z,,49.7,,8.6,12.8,27.3,6.6
Brno-Arboretum,2024-01-24T14:37:57Z,,52.2,,24.2,14.8,20.6,13
Brno-Líšeň,2024-01-24T14:37:57Z,,,,3.1,,15.6,1
Brno-Lány,2024-01-24T14:37:57Z,6.4,21.8,233,8.5,31.7,14.9,7.5
Brno-Komárov,2024-01-24T14:37:57Z,,40.2,,14.8,,22.9,10.9
Brno-Úvoz (hot spot),2024-01-24T14:37:57Z,,61.4,546,13.9,,16.2,8.3
Brno-Tuřany,2024-01-24T14:37:57Z,1.3,21.4,,3.2,42.1,15.8,2.4
Brno-Komárov,2024-01-24T15:37:57Z,,31,,13.7,,20.3,7.9
Brno-Svatoplukova,2024-01-24T15:37:57Z,,54.9,699,19.5,,29.0,13.9
Brno-Tuřany,2024-01-24T15:37:57Z,3.2,14.5,,5.2,51.3,13.8,15.2
Brno-Arboretum,2024-01-24T15:37:57Z,,33.7,,15.0,39.3,17.7,8.2
Brno - Dětská nemocnice,2024-01-24T15:37:57Z,,31.4,,12.7,35.7,25.1,15.1
Brno-Lány,2024-01-24T15:37:57Z,5.9,11.9,233,2.7,48.1,14.3,2.2
Brno-Úvoz (hot spot),2024-01-24T15:37:57Z,,36,522,11.6,,14.2,6.7
Brno-Líšeň,2024-01-24T15:37:57Z,,,,2.7,,13.5,2.5
Brno - Dětská nemocnice,2024-01-24T16:37:57Z,,10.7,,7.9,56.9,22.2,10
Brno-Arboretum,2024-01-24T16:37:57Z,,18,,2.0,63.2,16.6,1.1
Brno-Úvoz (hot spot),2024-01-24T16:37:57Z,,19.5,470,2.4,,13.7,1
Brno-Svatoplukova,2024-01-24T16:37:57Z,,18.6,655,4.8,,26.8,4.2
Brno-Lány,2024-01-24T16:37:57Z,6.1,14.2,218,2.4,51.3,14.0,1.8
Brno-Komárov,2024-01-24T16:37:57Z,,14.2,,2.5,,19.5,2
Brno-Tuřany,2024-01-24T16:37:57Z,2.9,11.3,,12.1,57.1,11.9,10.7
Brno-Líšeň,2024-01-24T16:37:57Z,,,,8.1,,11.9,1
Brno-Úvoz (hot spot),2024-01-24T17:37:57Z,,27.5,444,3.1,,13.4,1
Brno-Líšeň,2024-01-24T17:37:57Z,,,,16.3,,10.7,2.1
Brno-Komárov,2024-01-24T17:37:57Z,,18.7,,3.6,,18.8,2.5
Brno-Lány,2024-01-24T17:37:57Z,4.8,21,218,4.3,47.9,13.3,3.5
Brno-Arboretum,2024-01-24T17:37:57Z,,19.9,,2.5,61,16.1,1.6
Brno-Svatoplukova,2024-01-24T17:37:57Z,,19.7,612,8.5,,24.9,8
Brno-Tuřany,2024-01-24T17:37:57Z,3.7,11.7,,7.6,58.1,10.8,6
Brno - Dětská nemocnice,2024-01-24T17:37:57Z,,12.6,,5.9,55.9,20.4,13.4
Brno-Lány,2024-01-24T18:37:57Z,5.1,13,204,5.2,62.2,12.9,4
Brno - Dětská nemocnice,2024-01-24T18:37:57Z,,12.4,,5.4,64.2,19.0,7
Brno-Svatoplukova,2024-01-24T18:37:57Z,,18.6,582,18.2,,24.0,17.2
Brno-Komárov,2024-01-24T18:37:57Z,,19.9,,5.1,,18.0,3.8
Brno-Líšeň,2024-01-24T18:37:57Z,,,,9.9,,10.1,2.6
Brno-Arboretum,2024-01-24T18:37:57Z,,10.3,,3.8,74.4,15.6,2.3
Brno-Tuřany,2024-01-24T18:37:57Z,3.5,14.2,,4.2,66.8,9.9,3.8
Brno-Úvoz (hot spot),2024-01-24T18:37:57Z,,19.5,411,4.2,,13.2,2.4
Brno-Lány,2024-01-24T19:37:57Z,5.1,12.8,189,7.5,66.2,12.5,5.3
Brno-Arboretum,2024-01-24T19:37:57Z,,10.3,,6.2,78.4,15.2,3.8
Brno-Úvoz (hot spot),2024-01-24T19:37:57Z,,30,384,8.9,,13.3,4.3
Brno-Komárov,2024-01-24T19:37:57Z,,18.4,,11.1,,17.9,5.9
Brno-Tuřany,2024-01-24T19:37:57Z,3.5,10.1,,4.1,75,9.4,2.6
Brno - Dětská nemocnice,2024-01-24T19:37:57Z,,11.1,,4.1,69,17.3,5.5
Brno-Líšeň,2024-01-24T19:37:57Z,,,,8.7,,9.8,2.7
Brno-Svatoplukova,2024-01-24T19:37:57Z,,18.2,553,27.7,,23.7,25.9
Brno-Komárov,2024-01-24T20:37:57Z,,22.8,,8.6,,17.8,6
Brno-Lány,2024-01-24T20:37:57Z,4.8,13.4,189,8.0,66,12.2,6.3
Brno - Dětská nemocnice,2024-01-24T20:37:57Z,,11.5,,7.9,67,16.4,5.5
Brno-Líšeň,2024-01-24T20:37:57Z,,,,10.2,,9.7,1
Brno-Svatoplukova,2024-01-24T20:37:57Z,,27.4,553,28.1,,23.3,25.3
Brno-Úvoz (hot spot),2024-01-24T20:37:57Z,,22.2,342,7.3,,13.2,4.6
Brno-Tuřany,2024-01-24T20:37:57Z,3.5,16.8,,16.2,65.4,9.3,1
Brno-Arboretum,2024-01-24T20:37:57Z,,11.9,,6.3,75,14.7,4.5
Brno-Lány,2024-01-24T21:37:57Z,4.8,6.9,175,8.4,72.2,11.7,6.6
Brno-Tuřany,2024-01-24T21:37:57Z,,,,10.2,72.2,9.2,1
Brno-Líšeň,2024-01-24T21:37:57Z,,,,8.7,,9.7,1
Brno-Svatoplukova,2024-01-24T21:37:57Z,,15.9,539,17.6,,22.5,14.1
Brno-Komárov,2024-01-24T21:37:57Z,,14,,8.0,,16.9,6.1
Brno-Úvoz (hot spot),2024-01-24T21:37:57Z,,17.2,308,9.4,,13.2,5.1
Brno-Arboretum,2024-01-24T21:37:57Z,,7.3,,7.8,80.8,14.4,5
Brno - Dětská nemocnice,2024-01-24T21:37:57Z,,9.4,,13.8,69.8,16.0,3.3
Brno-Lány,2024-01-24T23:37:58Z,5.1,5.2,146,9.6,76,10.8,7
Brno-Líšeň,2024-01-24T23:37:58Z,,,,10.9,,9.7,2.3
Brno - Dětská nemocnice,2024-01-24T23:37:58Z,,,,7.9,72.4,14.6,3.8
Brno-Komárov,2024-01-24T23:37:58Z,,9,,10.0,,15.3,6.8
Brno-Arboretum,2024-01-24T23:37:58Z,,4.6,,9.7,83.6,13.1,6.3
Brno-Úvoz (hot spot),2024-01-24T23:37:58Z,,11.5,248,11.6,,13.0,6.1
Brno-Svatoplukova,2024-01-24T23:37:58Z,,8.2,481,10.7,,22.2,7.9
Brno-Tuřany,2024-01-24T23:37:58Z,1.3,6.1,,11.2,78.6,8.8,1
Brno-Arboretum,2024-01-25T00:37:58Z,,4.4,,9.5,82.8,12.5,6.4
Brno-Líšeň,2024-01-25T00:37:58Z,,,,16.7,,9.9,6.6
Brno-Lány,2024-01-25T00:37:58Z,4.8,4,146,10.1,78.4,10.5,7.5
Brno-Svatoplukova,2024-01-25T00:37:58Z,,5.9,481,8.7,,20.9,6.6
Brno-Úvoz (hot spot),2024-01-25T00:37:58Z,,10.7,230,11.3,,13.0,6.1
Brno-Komárov,2024-01-25T00:37:58Z,,6.5,,9.0,,14.1,6.6
Brno - Dětská nemocnice,2024-01-25T00:37:58Z,,7.1,,8.0,72.6,13.9,3.3
Brno-Tuřany,2024-01-25T00:37:58Z,2.7,6.5,,9.5,77.6,8.8,2.5
Brno-Arboretum,2024-01-25T02:37:58Z,,4.2,,9.2,81.4,11.4,6.5
Brno-Komárov,2024-01-25T02:37:58Z,,5.5,,8.8,,12.4,6.9
Brno-Lány,2024-01-25T02:37:58Z,4,13,146,9.2,65.6,9.7,7.1
Brno-Úvoz (hot spot),2024-01-25T02:37:58Z,,6.1,195,9.2,,12.2,5.9
Brno-Tuřany,2024-01-25T02:37:58Z,2.9,6.7,,9.9,72.6,9.0,5.4
Brno-Líšeň,2024-01-25T02:37:58Z,,,,6.5,,9.5,5.5
Brno-Svatoplukova,2024-01-25T02:37:58Z,,9,451,8.9,,17.8,7.1
Brno - Dětská nemocnice,2024-01-25T02:37:58Z,,6.7,,10.1,71.2,11.6,4.8
Brno-Tuřany,2024-01-25T03:37:58Z,2.9,6.7,,9.9,72.6,9.0,5.4
